YearQuarter,Industry,Gender,Number of Full-Time Equivalent Employees
2008Q1,Public Administration and Safety,Female,39300
2008Q2,Public Administration and Safety,Female,39300
2008Q3,Public Administration and Safety,Female,39200
2008Q4,Public Administration and Safety,Female,40400
2009Q1,Public Administration and Safety,Female,40300
2009Q2,Public Administration and Safety,Female,40900
2009Q3,Public Administration and Safety,Female,40200
2009Q4,Public Administration and Safety,Female,40300
2010Q1,Public Administration and Safety,Female,40900
2010Q2,Public Administration and Safety,Female,40900
2010Q3,Public Administration and Safety,Female,41400
2010Q4,Public Administration and Safety,Female,40500
2011Q1,Public Administration and Safety,Female,41300
2011Q2,Public Administration and Safety,Female,39600
2011Q3,Public Administration and Safety,Female,40200
2011Q4,Public Administration and Safety,Female,40600
2012Q1,Public Administration and Safety,Female,40100
2012Q2,Public Administration and Safety,Female,40200
2012Q3,Public Administration and Safety,Female,39300
2012Q4,Public Administration and Safety,Female,41800
2013Q1,Public Administration and Safety,Female,42800
2013Q2,Public Administration and Safety,Female,42500
2013Q3,Public Administration and Safety,Female,43300
2013Q4,Public Administration and Safety,Female,43800
2014Q1,Public Administration and Safety,Female,44700
2014Q2,Public Administration and Safety,Female,44600
2014Q3,Public Administration and Safety,Female,44300
2014Q4,Public Administration and Safety,Female,44700
2015Q1,Public Administration and Safety,Female,45100
2015Q2,Public Administration and Safety,Female,44500
2015Q3,Public Administration and Safety,Female,45200
2015Q4,Public Administration and Safety,Female,46100
2016Q1,Public Administration and Safety,Female,47200
2016Q2,Public Administration and Safety,Female,46400
2016Q3,Public Administration and Safety,Female,47400
2016Q4,Public Administration and Safety,Female,48600
2017Q1,Public Administration and Safety,Female,49700
2017Q2,Public Administration and Safety,Female,47700
2017Q3,Public Administration and Safety,Female,47200
2017Q4,Public Administration and Safety,Female,50000
2018Q1,Public Administration and Safety,Female,50600
2018Q2,Public Administration and Safety,Female,50100
2018Q3,Public Administration and Safety,Female,51100
2018Q4,Public Administration and Safety,Female,52200
1989Q1,Public Administration and Safety,Both Sexes,66400
1989Q2,Public Administration and Safety,Both Sexes,68100
1989Q3,Public Administration and Safety,Both Sexes,67200
1989Q4,Public Administration and Safety,Both Sexes,67800
1990Q1,Public Administration and Safety,Both Sexes,67100
1990Q2,Public Administration and Safety,Both Sexes,68600
1990Q3,Public Administration and Safety,Both Sexes,68500
1990Q4,Public Administration and Safety,Both Sexes,68700
1991Q1,Public Administration and Safety,Both Sexes,68900
1991Q2,Public Administration and Safety,Both Sexes,67800
1991Q3,Public Administration and Safety,Both Sexes,66500
1991Q4,Public Administration and Safety,Both Sexes,65700
1992Q1,Public Administration and Safety,Both Sexes,67000
1992Q2,Public Administration and Safety,Both Sexes,66300
1992Q3,Public Administration and Safety,Both Sexes,65100
1992Q4,Public Administration and Safety,Both Sexes,65200
1993Q1,Public Administration and Safety,Both Sexes,66200
1993Q2,Public Administration and Safety,Both Sexes,65300
1993Q3,Public Administration and Safety,Both Sexes,64500
1993Q4,Public Administration and Safety,Both Sexes,64400
1994Q1,Public Administration and Safety,Both Sexes,65600
1994Q2,Public Administration and Safety,Both Sexes,65800
1994Q3,Public Administration and Safety,Both Sexes,65000
1994Q4,Public Administration and Safety,Both Sexes,64800
1995Q1,Public Administration and Safety,Both Sexes,65700
1995Q2,Public Administration and Safety,Both Sexes,64900
1995Q3,Public Administration and Safety,Both Sexes,65300
1995Q4,Public Administration and Safety,Both Sexes,64800
1996Q1,Public Administration and Safety,Both Sexes,65400
1996Q2,Public Administration and Safety,Both Sexes,64500
1996Q3,Public Administration and Safety,Both Sexes,65400
1996Q4,Public Administration and Safety,Both Sexes,64300
1997Q1,Public Administration and Safety,Both Sexes,62100
1997Q2,Public Administration and Safety,Both Sexes,62300
1997Q3,Public Administration and Safety,Both Sexes,61800
1997Q4,Public Administration and Safety,Both Sexes,63100
1998Q1,Public Administration and Safety,Both Sexes,62300
1998Q2,Public Administration and Safety,Both Sexes,62900
1998Q3,Public Administration and Safety,Both Sexes,62100
1998Q4,Public Administration and Safety,Both Sexes,60500
1999Q1,Public Administration and Safety,Both Sexes,61200
1999Q2,Public Administration and Safety,Both Sexes,61700
1999Q3,Public Administration and Safety,Both Sexes,61400
1999Q4,Public Administration and Safety,Both Sexes,61800
2000Q1,Public Administration and Safety,Both Sexes,60600
2000Q2,Public Administration and Safety,Both Sexes,60400
2000Q3,Public Administration and Safety,Both Sexes,61300
2000Q4,Public Administration and Safety,Both Sexes,63000
2001Q1,Public Administration and Safety,Both Sexes,65800
2001Q2,Public Administration and Safety,Both Sexes,63600
2001Q3,Public Administration and Safety,Both Sexes,62500
2001Q4,Public Administration and Safety,Both Sexes,63600
2002Q1,Public Administration and Safety,Both Sexes,64300
2002Q2,Public Administration and Safety,Both Sexes,64500
2002Q3,Public Administration and Safety,Both Sexes,65200
2002Q4,Public Administration and Safety,Both Sexes,65800
2003Q1,Public Administration and Safety,Both Sexes,66800
2003Q2,Public Administration and Safety,Both Sexes,67000
2003Q3,Public Administration and Safety,Both Sexes,66600
2003Q4,Public Administration and Safety,Both Sexes,68900
2004Q1,Public Administration and Safety,Both Sexes,69300
2004Q2,Public Administration and Safety,Both Sexes,69300
2004Q3,Public Administration and Safety,Both Sexes,70500
2004Q4,Public Administration and Safety,Both Sexes,72100
2005Q1,Public Administration and Safety,Both Sexes,73000
2005Q2,Public Administration and Safety,Both Sexes,74100
2005Q3,Public Administration and Safety,Both Sexes,75200
2005Q4,Public Administration and Safety,Both Sexes,76800
2006Q1,Public Administration and Safety,Both Sexes,78200
2006Q2,Public Administration and Safety,Both Sexes,76800
2006Q3,Public Administration and Safety,Both Sexes,77000
2006Q4,Public Administration and Safety,Both Sexes,78900
2007Q1,Public Administration and Safety,Both Sexes,80000
2007Q2,Public Administration and Safety,Both Sexes,80700
2007Q3,Public Administration and Safety,Both Sexes,81100
2007Q4,Public Administration and Safety,Both Sexes,83000
2008Q1,Public Administration and Safety,Both Sexes,82800
2008Q2,Public Administration and Safety,Both Sexes,84000
2008Q3,Public Administration and Safety,Both Sexes,83000
2008Q4,Public Administration and Safety,Both Sexes,84700
2009Q1,Public Administration and Safety,Both Sexes,84300
2009Q2,Public Administration and Safety,Both Sexes,84700
2009Q3,Public Administration and Safety,Both Sexes,83100
2009Q4,Public Administration and Safety,Both Sexes,83700
2010Q1,Public Administration and Safety,Both Sexes,84900
2010Q2,Public Administration and Safety,Both Sexes,85500
2010Q3,Public Administration and Safety,Both Sexes,86400
2010Q4,Public Administration and Safety,Both Sexes,84800
2011Q1,Public Administration and Safety,Both Sexes,86400
2011Q2,Public Administration and Safety,Both Sexes,83300
2011Q3,Public Administration and Safety,Both Sexes,84200
2011Q4,Public Administration and Safety,Both Sexes,85400
2012Q1,Public Administration and Safety,Both Sexes,84200
2012Q2,Public Administration and Safety,Both Sexes,84500
2012Q3,Public Administration and Safety,Both Sexes,82900
2012Q4,Public Administration and Safety,Both Sexes,87300
2013Q1,Public Administration and Safety,Both Sexes,89000
2013Q2,Public Administration and Safety,Both Sexes,87300
2013Q3,Public Administration and Safety,Both Sexes,88400
2013Q4,Public Administration and Safety,Both Sexes,89600
2014Q1,Public Administration and Safety,Both Sexes,91100
2014Q2,Public Administration and Safety,Both Sexes,91800
2014Q3,Public Administration and Safety,Both Sexes,91300
2014Q4,Public Administration and Safety,Both Sexes,91700
2015Q1,Public Administration and Safety,Both Sexes,92300
2015Q2,Public Administration and Safety,Both Sexes,90800
2015Q3,Public Administration and Safety,Both Sexes,91900
2015Q4,Public Administration and Safety,Both Sexes,93300
2016Q1,Public Administration and Safety,Both Sexes,95200
2016Q2,Public Administration and Safety,Both Sexes,93300
2016Q3,Public Administration and Safety,Both Sexes,95200
2016Q4,Public Administration and Safety,Both Sexes,97700
2017Q1,Public Administration and Safety,Both Sexes,99200
2017Q2,Public Administration and Safety,Both Sexes,95600
2017Q3,Public Administration and Safety,Both Sexes,95000
2017Q4,Public Administration and Safety,Both Sexes,98800
2018Q1,Public Administration and Safety,Both Sexes,100000
2018Q2,Public Administration and Safety,Both Sexes,98600
2018Q3,Public Administration and Safety,Both Sexes,99900
2018Q4,Public Administration and Safety,Both Sexes,103300
1989Q1,Education and Training,Male,29200
1989Q2,Education and Training,Male,30200
1989Q3,Education and Training,Male,30800
1989Q4,Education and Training,Male,31000
1990Q1,Education and Training,Male,30300
1990Q2,Education and Training,Male,31300
1990Q3,Education and Training,Male,31900
1990Q4,Education and Training,Male,32300
1991Q1,Education and Training,Male,31500
1991Q2,Education and Training,Male,32200
1991Q3,Education and Training,Male,32400
1991Q4,Education and Training,Male,32100
1992Q1,Education and Training,Male,31000
1992Q2,Education and Training,Male,32000
1992Q3,Education and Training,Male,32500
1992Q4,Education and Training,Male,32500
1993Q1,Education and Training,Male,31900
1993Q2,Education and Training,Male,33500
1993Q3,Education and Training,Male,34000
1993Q4,Education and Training,Male,33800
1994Q1,Education and Training,Male,32600
1994Q2,Education and Training,Male,34200
1994Q3,Education and Training,Male,34400
1994Q4,Education and Training,Male,34400
1995Q1,Education and Training,Male,32100
1995Q2,Education and Training,Male,34300
1995Q3,Education and Training,Male,35200
1995Q4,Education and Training,Male,35100
1996Q1,Education and Training,Male,33400
1996Q2,Education and Training,Male,35500
1996Q3,Education and Training,Male,35600
1996Q4,Education and Training,Male,37500
1997Q1,Education and Training,Male,33900
1997Q2,Education and Training,Male,36300
1997Q3,Education and Training,Male,37300
1997Q4,Education and Training,Male,36400
1998Q1,Education and Training,Male,33500
1998Q2,Education and Training,Male,35600
1998Q3,Education and Training,Male,36200
1998Q4,Education and Training,Male,36100
1999Q1,Education and Training,Male,35500
1999Q2,Education and Training,Male,36000
1999Q3,Education and Training,Male,35100
1999Q4,Education and Training,Male,35300
2000Q1,Education and Training,Male,35200
2000Q2,Education and Training,Male,36400
2000Q3,Education and Training,Male,36700
2000Q4,Education and Training,Male,36600
2001Q1,Education and Training,Male,33200
2001Q2,Education and Training,Male,35700
2001Q3,Education and Training,Male,36100
2001Q4,Education and Training,Male,36200
2002Q1,Education and Training,Male,34700
2002Q2,Education and Training,Male,37300
2002Q3,Education and Training,Male,38200
2002Q4,Education and Training,Male,38400
2003Q1,Education and Training,Male,36200
2003Q2,Education and Training,Male,38800
2003Q3,Education and Training,Male,39700
2003Q4,Education and Training,Male,39600
2004Q1,Education and Training,Male,36400
2004Q2,Education and Training,Male,39800
2004Q3,Education and Training,Male,39800
2004Q4,Education and Training,Male,39700
2005Q1,Education and Training,Male,35500
2005Q2,Education and Training,Male,38100
2005Q3,Education and Training,Male,38400
2005Q4,Education and Training,Male,38800
2006Q1,Education and Training,Male,34600
2006Q2,Education and Training,Male,37500
2006Q3,Education and Training,Male,37500
2006Q4,Education and Training,Male,38100
2007Q1,Education and Training,Male,34400
2007Q2,Education and Training,Male,37500
2007Q3,Education and Training,Male,38500
2007Q4,Education and Training,Male,38000
2008Q1,Education and Training,Male,34400
2008Q2,Education and Training,Male,38200
2008Q3,Education and Training,Male,38700
2008Q4,Education and Training,Male,38500
2009Q1,Education and Training,Male,35800
2009Q2,Education and Training,Male,38000
2009Q3,Education and Training,Male,38000
2009Q4,Education and Training,Male,36900
2010Q1,Education and Training,Male,34600
2010Q2,Education and Training,Male,38800
2010Q3,Education and Training,Male,38900
2010Q4,Education and Training,Male,38100
2011Q1,Education and Training,Male,33700
2011Q2,Education and Training,Male,38500
2011Q3,Education and Training,Male,38500
2011Q4,Education and Training,Male,37400
2012Q1,Education and Training,Male,32200
2012Q2,Education and Training,Male,38000
2012Q3,Education and Training,Male,37700
2012Q4,Education and Training,Male,38500
2013Q1,Education and Training,Male,34000
2013Q2,Education and Training,Male,38200
2013Q3,Education and Training,Male,39000
2013Q4,Education and Training,Male,38800
2014Q1,Education and Training,Male,34900
2014Q2,Education and Training,Male,38500
2014Q3,Education and Training,Male,39800
2014Q4,Education and Training,Male,39500
2015Q1,Education and Training,Male,35900
2015Q2,Education and Training,Male,38900
2015Q3,Education and Training,Male,40800
2015Q4,Education and Training,Male,41300
2016Q1,Education and Training,Male,37200
2016Q2,Education and Training,Male,40600
2016Q3,Education and Training,Male,41400
2016Q4,Education and Training,Male,40500
2017Q1,Education and Training,Male,34600
2017Q2,Education and Training,Male,39200
2017Q3,Education and Training,Male,39000
2017Q4,Education and Training,Male,39200
2018Q1,Education and Training,Male,38300
2018Q2,Education and Training,Male,41800
2018Q3,Education and Training,Male,40200
2018Q4,Education and Training,Male,40500
1989Q1,Education and Training,Female,43000
1989Q2,Education and Training,Female,45200
1989Q3,Education and Training,Female,47500
1989Q4,Education and Training,Female,48500
1990Q1,Education and Training,Female,45700
1990Q2,Education and Training,Female,49300
1990Q3,Education and Training,Female,51100
1990Q4,Education and Training,Female,52700
1991Q1,Education and Training,Female,50300
1991Q2,Education and Training,Female,52800
1991Q3,Education and Training,Female,54100
1991Q4,Education and Training,Female,53800
1992Q1,Education and Training,Female,50000
1992Q2,Education and Training,Female,52800
1992Q3,Education and Training,Female,54300
1992Q4,Education and Training,Female,54700
1993Q1,Education and Training,Female,52500
1993Q2,Education and Training,Female,55800
1993Q3,Education and Training,Female,57700
1993Q4,Education and Training,Female,57900
1994Q1,Education and Training,Female,54300
1994Q2,Education and Training,Female,58200
1994Q3,Education and Training,Female,60500
1994Q4,Education and Training,Female,60700
1995Q1,Education and Training,Female,56000
1995Q2,Education and Training,Female,60500
1995Q3,Education and Training,Female,62200
1995Q4,Education and Training,Female,63000
1996Q1,Education and Training,Female,62200
1996Q2,Education and Training,Female,62600
1996Q3,Education and Training,Female,64500
1996Q4,Education and Training,Female,65100
1997Q1,Education and Training,Female,58600
1997Q2,Education and Training,Female,66700
1997Q3,Education and Training,Female,67800
1997Q4,Education and Training,Female,68300
1998Q1,Education and Training,Female,63700
1998Q2,Education and Training,Female,67500
1998Q3,Education and Training,Female,68700
1998Q4,Education and Training,Female,72700
1999Q1,Education and Training,Female,70200
1999Q2,Education and Training,Female,73600
1999Q3,Education and Training,Female,74200
1999Q4,Education and Training,Female,76400
2000Q1,Education and Training,Female,67300
2000Q2,Education and Training,Female,71900
2000Q3,Education and Training,Female,72500
2000Q4,Education and Training,Female,73700
2001Q1,Education and Training,Female,67200
2001Q2,Education and Training,Female,72800
2001Q3,Education and Training,Female,73800
2001Q4,Education and Training,Female,74400
2002Q1,Education and Training,Female,67800
2002Q2,Education and Training,Female,74600
2002Q3,Education and Training,Female,75700
2002Q4,Education and Training,Female,78000
2003Q1,Education and Training,Female,72700
2003Q2,Education and Training,Female,80000
2003Q3,Education and Training,Female,81100
2003Q4,Education and Training,Female,83000
2004Q1,Education and Training,Female,74100
2004Q2,Education and Training,Female,81100
2004Q3,Education and Training,Female,83500
2004Q4,Education and Training,Female,84800
2005Q1,Education and Training,Female,71200
2005Q2,Education and Training,Female,71500
2005Q3,Education and Training,Female,80200
2005Q4,Education and Training,Female,83300
2006Q1,Education and Training,Female,68500
2006Q2,Education and Training,Female,81300
2006Q3,Education and Training,Female,82400
2006Q4,Education and Training,Female,83100
2007Q1,Education and Training,Female,69200
2007Q2,Education and Training,Female,82300
2007Q3,Education and Training,Female,84100
2007Q4,Education and Training,Female,84400
2008Q1,Education and Training,Female,72500
2008Q2,Education and Training,Female,83300
2008Q3,Education and Training,Female,86200
2008Q4,Education and Training,Female,87200
2009Q1,Education and Training,Female,77700
2009Q2,Education and Training,Female,86500
2009Q3,Education and Training,Female,86900
2009Q4,Education and Training,Female,86900
2010Q1,Education and Training,Female,72800
2010Q2,Education and Training,Female,85000
2010Q3,Education and Training,Female,87000
2010Q4,Education and Training,Female,88900
2011Q1,Education and Training,Female,74400
2011Q2,Education and Training,Female,88600
2011Q3,Education and Training,Female,86700
2011Q4,Education and Training,Female,89000
2012Q1,Education and Training,Female,72100
2012Q2,Education and Training,Female,87800
2012Q3,Education and Training,Female,86400
2012Q4,Education and Training,Female,89100
2013Q1,Education and Training,Female,74400
2013Q2,Education and Training,Female,86400
2013Q3,Education and Training,Female,87800
2013Q4,Education and Training,Female,89500
2014Q1,Education and Training,Female,74900
2014Q2,Education and Training,Female,86100
2014Q3,Education and Training,Female,86700
2014Q4,Education and Training,Female,89100
2015Q1,Education and Training,Female,77300
2015Q2,Education and Training,Female,86600
2015Q3,Education and Training,Female,89000
2015Q4,Education and Training,Female,91600
2016Q1,Education and Training,Female,78600
2016Q2,Education and Training,Female,89800
2016Q3,Education and Training,Female,89700
2016Q4,Education and Training,Female,90500
2017Q1,Education and Training,Female,73800
2017Q2,Education and Training,Female,85100
2017Q3,Education and Training,Female,87900
2017Q4,Education and Training,Female,89300
2018Q1,Education and Training,Female,80600
2018Q2,Education and Training,Female,92500
2018Q3,Education and Training,Female,91600
2018Q4,Education and Training,Female,92500
1989Q1,Education and Training,Both Sexes,72200
1989Q2,Education and Training,Both Sexes,75400
1989Q3,Education and Training,Both Sexes,78300
1989Q4,Education and Training,Both Sexes,79600
1990Q1,Education and Training,Both Sexes,76000
1990Q2,Education and Training,Both Sexes,80600
1990Q3,Education and Training,Both Sexes,82900
1990Q4,Education and Training,Both Sexes,85000
1991Q1,Education and Training,Both Sexes,81900
1991Q2,Education and Training,Both Sexes,85000
1991Q3,Education and Training,Both Sexes,86500
1991Q4,Education and Training,Both Sexes,85900
1992Q1,Education and Training,Both Sexes,81000
1992Q2,Education and Training,Both Sexes,84700
1992Q3,Education and Training,Both Sexes,86800
1992Q4,Education and Training,Both Sexes,87300
1993Q1,Education and Training,Both Sexes,84400
1993Q2,Education and Training,Both Sexes,89300
1993Q3,Education and Training,Both Sexes,91700
1993Q4,Education and Training,Both Sexes,91700
1994Q1,Education and Training,Both Sexes,86900
1994Q2,Education and Training,Both Sexes,92400
1994Q3,Education and Training,Both Sexes,94800
1994Q4,Education and Training,Both Sexes,95100
1995Q1,Education and Training,Both Sexes,88100
1995Q2,Education and Training,Both Sexes,94800
1995Q3,Education and Training,Both Sexes,97400
1995Q4,Education and Training,Both Sexes,98200
1996Q1,Education and Training,Both Sexes,95500
1996Q2,Education and Training,Both Sexes,98100
1996Q3,Education and Training,Both Sexes,100100
1996Q4,Education and Training,Both Sexes,102600
1997Q1,Education and Training,Both Sexes,92600
1997Q2,Education and Training,Both Sexes,103000
1997Q3,Education and Training,Both Sexes,105100
1997Q4,Education and Training,Both Sexes,104700
1998Q1,Education and Training,Both Sexes,97300
1998Q2,Education and Training,Both Sexes,103100
1998Q3,Education and Training,Both Sexes,104900
1998Q4,Education and Training,Both Sexes,108800
1999Q1,Education and Training,Both Sexes,105800
1999Q2,Education and Training,Both Sexes,109600
1999Q3,Education and Training,Both Sexes,109300
1999Q4,Education and Training,Both Sexes,111700
2000Q1,Education and Training,Both Sexes,102500
2000Q2,Education and Training,Both Sexes,108300
2000Q3,Education and Training,Both Sexes,109200
2000Q4,Education and Training,Both Sexes,110300
2001Q1,Education and Training,Both Sexes,100400
2001Q2,Education and Training,Both Sexes,108500
2001Q3,Education and Training,Both Sexes,109800
2001Q4,Education and Training,Both Sexes,110600
2002Q1,Education and Training,Both Sexes,102400
2002Q2,Education and Training,Both Sexes,111900
2002Q3,Education and Training,Both Sexes,113900
2002Q4,Education and Training,Both Sexes,116500
2003Q1,Education and Training,Both Sexes,108900
2003Q2,Education and Training,Both Sexes,118800
2003Q3,Education and Training,Both Sexes,120700
2003Q4,Education and Training,Both Sexes,122600
2004Q1,Education and Training,Both Sexes,110500
2004Q2,Education and Training,Both Sexes,120900
2004Q3,Education and Training,Both Sexes,123300
2004Q4,Education and Training,Both Sexes,124500
2005Q1,Education and Training,Both Sexes,106700
2005Q2,Education and Training,Both Sexes,109600
2005Q3,Education and Training,Both Sexes,118600
2005Q4,Education and Training,Both Sexes,122200
2006Q1,Education and Training,Both Sexes,103000
2006Q2,Education and Training,Both Sexes,118800
2006Q3,Education and Training,Both Sexes,119900
2006Q4,Education and Training,Both Sexes,121100
2007Q1,Education and Training,Both Sexes,103600
2007Q2,Education and Training,Both Sexes,119800
2007Q3,Education and Training,Both Sexes,122600
2007Q4,Education and Training,Both Sexes,122400
2008Q1,Education and Training,Both Sexes,106900
2008Q2,Education and Training,Both Sexes,121500
2008Q3,Education and Training,Both Sexes,124900
2008Q4,Education and Training,Both Sexes,125700
2009Q1,Education and Training,Both Sexes,113400
2009Q2,Education and Training,Both Sexes,124400
2009Q3,Education and Training,Both Sexes,124900
2009Q4,Education and Training,Both Sexes,123900
2010Q1,Education and Training,Both Sexes,107400
2010Q2,Education and Training,Both Sexes,123800
2010Q3,Education and Training,Both Sexes,125900
2010Q4,Education and Training,Both Sexes,126900
2011Q1,Education and Training,Both Sexes,108200
2011Q2,Education and Training,Both Sexes,127200
2011Q3,Education and Training,Both Sexes,125200
2011Q4,Education and Training,Both Sexes,126400
2012Q1,Education and Training,Both Sexes,104300
2012Q2,Education and Training,Both Sexes,125800
2012Q3,Education and Training,Both Sexes,124100
2012Q4,Education and Training,Both Sexes,127500
2013Q1,Education and Training,Both Sexes,108400
2013Q2,Education and Training,Both Sexes,124600
2013Q3,Education and Training,Both Sexes,126900
2013Q4,Education and Training,Both Sexes,128400
2014Q1,Education and Training,Both Sexes,109800
2014Q2,Education and Training,Both Sexes,124600
2014Q3,Education and Training,Both Sexes,126400
2014Q4,Education and Training,Both Sexes,128600
2015Q1,Education and Training,Both Sexes,113100
2015Q2,Education and Training,Both Sexes,125600
2015Q3,Education and Training,Both Sexes,129800
2015Q4,Education and Training,Both Sexes,132900
2016Q1,Education and Training,Both Sexes,115800
2016Q2,Education and Training,Both Sexes,130400
2016Q3,Education and Training,Both Sexes,131100
2016Q4,Education and Training,Both Sexes,131000
2017Q1,Education and Training,Both Sexes,108400
2017Q2,Education and Training,Both Sexes,124400
2017Q3,Education and Training,Both Sexes,126900
2017Q4,Education and Training,Both Sexes,128600
2018Q1,Education and Training,Both Sexes,118900
2018Q2,Education and Training,Both Sexes,134300
2018Q3,Education and Training,Both Sexes,131800
2018Q4,Education and Training,Both Sexes,133000
1989Q1,Health Care and Social Assistance,Male,17200
1989Q2,Health Care and Social Assistance,Male,15400
1989Q3,Health Care and Social Assistance,Male,15400
1989Q4,Health Care and Social Assistance,Male,14700
1990Q1,Health Care and Social Assistance,Male,14900
1990Q2,Health Care and Social Assistance,Male,14600
1990Q3,Health Care and Social Assistance,Male,15200
1990Q4,Health Care and Social Assistance,Male,14900
1991Q1,Health Care and Social Assistance,Male,15500
1991Q2,Health Care and Social Assistance,Male,15500
1991Q3,Health Care and Social Assistance,Male,15000
1991Q4,Health Care and Social Assistance,Male,15000
1992Q1,Health Care and Social Assistance,Male,15400
1992Q2,Health Care and Social Assistance,Male,15300
1992Q3,Health Care and Social Assistance,Male,15000
1992Q4,Health Care and Social Assistance,Male,15100
1993Q1,Health Care and Social Assistance,Male,15500
1993Q2,Health Care and Social Assistance,Male,15600
1993Q3,Health Care and Social Assistance,Male,15500
1993Q4,Health Care and Social Assistance,Male,15600
1994Q1,Health Care and Social Assistance,Male,15900
1994Q2,Health Care and Social Assistance,Male,16200
1994Q3,Health Care and Social Assistance,Male,15600
1994Q4,Health Care and Social Assistance,Male,15500
1995Q1,Health Care and Social Assistance,Male,15100
1995Q2,Health Care and Social Assistance,Male,15000
1995Q3,Health Care and Social Assistance,Male,15100
1995Q4,Health Care and Social Assistance,Male,15200
1996Q1,Health Care and Social Assistance,Male,15300
1996Q2,Health Care and Social Assistance,Male,15600
1996Q3,Health Care and Social Assistance,Male,16600
1996Q4,Health Care and Social Assistance,Male,16000
1997Q1,Health Care and Social Assistance,Male,16500
1997Q2,Health Care and Social Assistance,Male,16100
1997Q3,Health Care and Social Assistance,Male,16800
1997Q4,Health Care and Social Assistance,Male,16800
1998Q1,Health Care and Social Assistance,Male,17300
1998Q2,Health Care and Social Assistance,Male,16900
1998Q3,Health Care and Social Assistance,Male,17000
1998Q4,Health Care and Social Assistance,Male,16800
1999Q1,Health Care and Social Assistance,Male,17100
1999Q2,Health Care and Social Assistance,Male,17500
1999Q3,Health Care and Social Assistance,Male,17100
1999Q4,Health Care and Social Assistance,Male,16300
2000Q1,Health Care and Social Assistance,Male,16700
2000Q2,Health Care and Social Assistance,Male,17000
2000Q3,Health Care and Social Assistance,Male,17600
2000Q4,Health Care and Social Assistance,Male,18000
2001Q1,Health Care and Social Assistance,Male,18000
2001Q2,Health Care and Social Assistance,Male,18000
2001Q3,Health Care and Social Assistance,Male,17900
2001Q4,Health Care and Social Assistance,Male,18600
2002Q1,Health Care and Social Assistance,Male,18600
2002Q2,Health Care and Social Assistance,Male,18600
2002Q3,Health Care and Social Assistance,Male,18500
2002Q4,Health Care and Social Assistance,Male,18700
2003Q1,Health Care and Social Assistance,Male,18700
2003Q2,Health Care and Social Assistance,Male,18800
2003Q3,Health Care and Social Assistance,Male,18900
2003Q4,Health Care and Social Assistance,Male,19700
2004Q1,Health Care and Social Assistance,Male,20300
2004Q2,Health Care and Social Assistance,Male,20700
2004Q3,Health Care and Social Assistance,Male,20900
2004Q4,Health Care and Social Assistance,Male,20700
2005Q1,Health Care and Social Assistance,Male,20700
2005Q2,Health Care and Social Assistance,Male,21300
2005Q3,Health Care and Social Assistance,Male,20900
2005Q4,Health Care and Social Assistance,Male,20900
2006Q1,Health Care and Social Assistance,Male,20400
2006Q2,Health Care and Social Assistance,Male,21100
2006Q3,Health Care and Social Assistance,Male,20600
2006Q4,Health Care and Social Assistance,Male,21200
2007Q1,Health Care and Social Assistance,Male,21400
2007Q2,Health Care and Social Assistance,Male,21000
2007Q3,Health Care and Social Assistance,Male,21100
2007Q4,Health Care and Social Assistance,Male,21900
2008Q1,Health Care and Social Assistance,Male,22200
2008Q2,Health Care and Social Assistance,Male,22600
2008Q3,Health Care and Social Assistance,Male,23300
2008Q4,Health Care and Social Assistance,Male,23800
2009Q1,Health Care and Social Assistance,Male,23800
2009Q2,Health Care and Social Assistance,Male,24100
2009Q3,Health Care and Social Assistance,Male,23700
2009Q4,Health Care and Social Assistance,Male,25100
2010Q1,Health Care and Social Assistance,Male,25000
2010Q2,Health Care and Social Assistance,Male,25200
2010Q3,Health Care and Social Assistance,Male,26000
2010Q4,Health Care and Social Assistance,Male,26000
2011Q1,Health Care and Social Assistance,Male,25800
2011Q2,Health Care and Social Assistance,Male,25800
2011Q3,Health Care and Social Assistance,Male,25700
2011Q4,Health Care and Social Assistance,Male,26000
2012Q1,Health Care and Social Assistance,Male,27500
2012Q2,Health Care and Social Assistance,Male,27600
2012Q3,Health Care and Social Assistance,Male,27400
2012Q4,Health Care and Social Assistance,Male,27800
2013Q1,Health Care and Social Assistance,Male,28000
2013Q2,Health Care and Social Assistance,Male,28300
2013Q3,Health Care and Social Assistance,Male,28200
2013Q4,Health Care and Social Assistance,Male,28800
2014Q1,Health Care and Social Assistance,Male,28600
2014Q2,Health Care and Social Assistance,Male,29200
2014Q3,Health Care and Social Assistance,Male,29400
2014Q4,Health Care and Social Assistance,Male,29400
2015Q1,Health Care and Social Assistance,Male,30100
2015Q2,Health Care and Social Assistance,Male,30600
2015Q3,Health Care and Social Assistance,Male,30400
2015Q4,Health Care and Social Assistance,Male,30100
2016Q1,Health Care and Social Assistance,Male,30900
2016Q2,Health Care and Social Assistance,Male,31600
2016Q3,Health Care and Social Assistance,Male,31600
2016Q4,Health Care and Social Assistance,Male,31900
2017Q1,Health Care and Social Assistance,Male,33000
2017Q2,Health Care and Social Assistance,Male,31900
2017Q3,Health Care and Social Assistance,Male,32300
2017Q4,Health Care and Social Assistance,Male,33100
2018Q1,Health Care and Social Assistance,Male,32000
2018Q2,Health Care and Social Assistance,Male,33000
2018Q3,Health Care and Social Assistance,Male,33900
2018Q4,Health Care and Social Assistance,Male,33700
1989Q1,Health Care and Social Assistance,Female,64400
