YearQuarter,Industry,Gender,Average Weekly Ordinary Time Hours Paid,Average Weekly Overtime Hours Paid,Average Total (Ordinary Time + Overtime) Weekly Hours Paid
2018Q2,Health Care and Social Assistance,Male,33.23,0.51,33.74
2018Q3,Health Care and Social Assistance,Male,32.53,0.55,33.07
2018Q4,Health Care and Social Assistance,Male,33.14,0.51,33.65
1989Q1,Health Care and Social Assistance,Female,27.5,0.58,28.08
1989Q2,Health Care and Social Assistance,Female,26.92,0.52,27.44
1989Q3,Health Care and Social Assistance,Female,27.17,0.66,27.83
1989Q4,Health Care and Social Assistance,Female,27.01,0.76,27.77
1990Q1,Health Care and Social Assistance,Female,26.63,0.77,27.4
1990Q2,Health Care and Social Assistance,Female,26.76,0.67,27.43
1990Q3,Health Care and Social Assistance,Female,26.75,0.67,27.42
1990Q4,Health Care and Social Assistance,Female,26.66,0.62,27.28
1991Q1,Health Care and Social Assistance,Female,26.61,0.68,27.29
1991Q2,Health Care and Social Assistance,Female,26.45,0.63,27.09
1991Q3,Health Care and Social Assistance,Female,26.52,0.58,27.1
1991Q4,Health Care and Social Assistance,Female,26.22,0.68,26.91
1992Q1,Health Care and Social Assistance,Female,26.46,0.51,26.97
1992Q2,Health Care and Social Assistance,Female,26.75,0.47,27.21
1992Q3,Health Care and Social Assistance,Female,26.69,0.47,27.15
1992Q4,Health Care and Social Assistance,Female,26.41,0.42,26.83
1993Q1,Health Care and Social Assistance,Female,26.39,0.35,26.73
1993Q2,Health Care and Social Assistance,Female,26.38,0.36,26.74
1993Q3,Health Care and Social Assistance,Female,26.18,0.28,26.46
1993Q4,Health Care and Social Assistance,Female,25.93,0.26,26.19
1994Q1,Health Care and Social Assistance,Female,26.26,0.33,26.59
1994Q2,Health Care and Social Assistance,Female,25.66,0.32,25.99
1994Q3,Health Care and Social Assistance,Female,25.89,0.37,26.26
1994Q4,Health Care and Social Assistance,Female,25.95,0.39,26.34
1995Q1,Health Care and Social Assistance,Female,26.76,0.33,27.1
1995Q2,Health Care and Social Assistance,Female,26.37,0.23,26.61
1995Q3,Health Care and Social Assistance,Female,26.06,0.35,26.42
1995Q4,Health Care and Social Assistance,Female,25.73,0.36,26.08
1996Q1,Health Care and Social Assistance,Female,26.13,0.43,26.56
1996Q2,Health Care and Social Assistance,Female,25.78,0.4,26.18
1996Q3,Health Care and Social Assistance,Female,25.86,0.33,26.2
1996Q4,Health Care and Social Assistance,Female,25.96,0.33,26.29
1997Q1,Health Care and Social Assistance,Female,26.23,0.42,26.65
1997Q2,Health Care and Social Assistance,Female,25.95,0.37,26.33
1997Q3,Health Care and Social Assistance,Female,26.24,0.37,26.61
1997Q4,Health Care and Social Assistance,Female,25.75,0.38,26.13
1998Q1,Health Care and Social Assistance,Female,25.54,0.44,25.98
1998Q2,Health Care and Social Assistance,Female,25.33,0.32,25.65
1998Q3,Health Care and Social Assistance,Female,25.5,0.39,25.89
1998Q4,Health Care and Social Assistance,Female,25.41,0.45,25.87
1999Q1,Health Care and Social Assistance,Female,24.97,0.47,25.45
1999Q2,Health Care and Social Assistance,Female,26,0.49,26.49
1999Q3,Health Care and Social Assistance,Female,24.91,0.52,25.43
1999Q4,Health Care and Social Assistance,Female,25.1,0.73,25.82
2000Q1,Health Care and Social Assistance,Female,24.81,0.54,25.35
2000Q2,Health Care and Social Assistance,Female,24.82,0.56,25.38
2000Q3,Health Care and Social Assistance,Female,24.79,0.54,25.33
2000Q4,Health Care and Social Assistance,Female,24.4,0.46,24.86
2001Q1,Health Care and Social Assistance,Female,24.28,0.5,24.78
2001Q2,Health Care and Social Assistance,Female,25.4,0.41,25.82
2001Q3,Health Care and Social Assistance,Female,25.7,0.42,26.11
2001Q4,Health Care and Social Assistance,Female,25.77,0.43,26.2
2002Q1,Health Care and Social Assistance,Female,25.73,0.46,26.19
2002Q2,Health Care and Social Assistance,Female,25.65,0.34,25.99
2002Q3,Health Care and Social Assistance,Female,25.87,0.32,26.19
2002Q4,Health Care and Social Assistance,Female,25.93,0.33,26.25
2003Q1,Health Care and Social Assistance,Female,25.64,0.39,26.03
2003Q2,Health Care and Social Assistance,Female,26.32,0.35,26.67
2003Q3,Health Care and Social Assistance,Female,25.4,0.33,25.73
2003Q4,Health Care and Social Assistance,Female,25.22,0.33,25.55
2004Q1,Health Care and Social Assistance,Female,25.68,0.41,26.09
2004Q2,Health Care and Social Assistance,Female,25.36,0.3,25.66
2004Q3,Health Care and Social Assistance,Female,25.2,0.32,25.52
2004Q4,Health Care and Social Assistance,Female,25.52,0.32,25.84
2005Q1,Health Care and Social Assistance,Female,25.41,0.33,25.74
2005Q2,Health Care and Social Assistance,Female,25.74,0.32,26.06
2005Q3,Health Care and Social Assistance,Female,25.81,0.3,26.11
2005Q4,Health Care and Social Assistance,Female,25.85,0.32,26.17
2006Q1,Health Care and Social Assistance,Female,26.15,0.33,26.48
2006Q2,Health Care and Social Assistance,Female,26.23,0.29,26.53
2006Q3,Health Care and Social Assistance,Female,25.95,0.31,26.26
2006Q4,Health Care and Social Assistance,Female,26.6,0.34,26.94
2007Q1,Health Care and Social Assistance,Female,26.42,0.4,26.82
2007Q2,Health Care and Social Assistance,Female,26.78,0.3,27.08
2007Q3,Health Care and Social Assistance,Female,27.01,0.29,27.3
2007Q4,Health Care and Social Assistance,Female,26.6,0.29,26.89
2008Q1,Health Care and Social Assistance,Female,26.9,0.4,27.3
2008Q2,Health Care and Social Assistance,Female,26.87,0.35,27.22
2008Q3,Health Care and Social Assistance,Female,26.99,0.46,27.45
2008Q4,Health Care and Social Assistance,Female,26.84,0.39,27.23
2009Q1,Health Care and Social Assistance,Female,27.58,0.37,27.95
2009Q2,Health Care and Social Assistance,Female,26.58,0.35,26.94
2009Q3,Health Care and Social Assistance,Female,26.89,0.38,27.27
2009Q4,Health Care and Social Assistance,Female,27.39,0.38,27.77
2010Q1,Health Care and Social Assistance,Female,27.27,0.37,27.64
2010Q2,Health Care and Social Assistance,Female,27.52,0.36,27.88
2010Q3,Health Care and Social Assistance,Female,27.46,0.26,27.72
2010Q4,Health Care and Social Assistance,Female,27.56,0.42,27.98
2011Q1,Health Care and Social Assistance,Female,27.98,0.4,28.38
2011Q2,Health Care and Social Assistance,Female,27.35,0.35,27.7
2011Q3,Health Care and Social Assistance,Female,27.26,0.41,27.67
2011Q4,Health Care and Social Assistance,Female,27.43,0.35,27.78
2012Q1,Health Care and Social Assistance,Female,27.73,0.39,28.12
2012Q2,Health Care and Social Assistance,Female,27.81,0.38,28.2
2012Q3,Health Care and Social Assistance,Female,27.62,0.36,27.98
2012Q4,Health Care and Social Assistance,Female,27.56,0.32,27.88
2013Q1,Health Care and Social Assistance,Female,27.78,0.36,28.13
2013Q2,Health Care and Social Assistance,Female,27.7,0.21,27.91
2013Q3,Health Care and Social Assistance,Female,28.16,0.24,28.4
2013Q4,Health Care and Social Assistance,Female,28.09,0.27,28.36
2014Q1,Health Care and Social Assistance,Female,28.16,0.26,28.41
2014Q2,Health Care and Social Assistance,Female,28.37,0.25,28.61
2014Q3,Health Care and Social Assistance,Female,28.06,0.25,28.31
2014Q4,Health Care and Social Assistance,Female,28.08,0.25,28.33
2015Q1,Health Care and Social Assistance,Female,28.23,0.32,28.55
2015Q2,Health Care and Social Assistance,Female,28.06,0.31,28.36
2015Q3,Health Care and Social Assistance,Female,27.94,0.27,28.22
2015Q4,Health Care and Social Assistance,Female,27.81,0.26,28.07
2016Q1,Health Care and Social Assistance,Female,28.01,0.29,28.3
2016Q2,Health Care and Social Assistance,Female,28.1,0.27,28.36
2016Q3,Health Care and Social Assistance,Female,28.33,0.29,28.62
2016Q4,Health Care and Social Assistance,Female,28.3,0.28,28.58
2017Q1,Health Care and Social Assistance,Female,28.88,0.36,29.23
2017Q2,Health Care and Social Assistance,Female,28.63,0.32,28.95
2017Q3,Health Care and Social Assistance,Female,28.98,0.27,29.25
2017Q4,Health Care and Social Assistance,Female,28.93,0.27,29.2
2018Q1,Health Care and Social Assistance,Female,29.26,0.28,29.54
2018Q2,Health Care and Social Assistance,Female,29.05,0.26,29.31
2018Q3,Health Care and Social Assistance,Female,29.3,0.26,29.57
2018Q4,Health Care and Social Assistance,Female,29.5,0.3,29.8
1989Q1,Health Care and Social Assistance,Both Sexes,28.89,0.68,29.57
1989Q2,Health Care and Social Assistance,Both Sexes,28.24,0.58,28.82
1989Q3,Health Care and Social Assistance,Both Sexes,28.41,0.7,29.11
1989Q4,Health Care and Social Assistance,Both Sexes,28.17,0.88,29.05
1990Q1,Health Care and Social Assistance,Both Sexes,27.84,0.86,28.7
1990Q2,Health Care and Social Assistance,Both Sexes,27.94,0.87,28.8
1990Q3,Health Care and Social Assistance,Both Sexes,27.93,0.85,28.78
1990Q4,Health Care and Social Assistance,Both Sexes,27.82,0.78,28.6
1991Q1,Health Care and Social Assistance,Both Sexes,27.8,0.81,28.61
1991Q2,Health Care and Social Assistance,Both Sexes,27.55,0.76,28.31
1991Q3,Health Care and Social Assistance,Both Sexes,27.65,0.73,28.38
1991Q4,Health Care and Social Assistance,Both Sexes,27.31,0.74,28.04
1992Q1,Health Care and Social Assistance,Both Sexes,27.59,0.57,28.15
1992Q2,Health Care and Social Assistance,Both Sexes,27.78,0.54,28.32
1992Q3,Health Care and Social Assistance,Both Sexes,27.74,0.51,28.25
1992Q4,Health Care and Social Assistance,Both Sexes,27.43,0.47,27.9
1993Q1,Health Care and Social Assistance,Both Sexes,27.39,0.39,27.77
1993Q2,Health Care and Social Assistance,Both Sexes,27.36,0.41,27.77
1993Q3,Health Care and Social Assistance,Both Sexes,27.07,0.32,27.39
1993Q4,Health Care and Social Assistance,Both Sexes,26.89,0.31,27.2
1994Q1,Health Care and Social Assistance,Both Sexes,27.22,0.37,27.59
1994Q2,Health Care and Social Assistance,Both Sexes,26.65,0.36,27.02
1994Q3,Health Care and Social Assistance,Both Sexes,26.77,0.41,27.18
1994Q4,Health Care and Social Assistance,Both Sexes,26.98,0.44,27.41
1995Q1,Health Care and Social Assistance,Both Sexes,27.78,0.35,28.13
1995Q2,Health Care and Social Assistance,Both Sexes,27.35,0.25,27.6
1995Q3,Health Care and Social Assistance,Both Sexes,27.1,0.39,27.49
1995Q4,Health Care and Social Assistance,Both Sexes,26.7,0.39,27.09
1996Q1,Health Care and Social Assistance,Both Sexes,27.14,0.46,27.59
1996Q2,Health Care and Social Assistance,Both Sexes,26.69,0.43,27.12
1996Q3,Health Care and Social Assistance,Both Sexes,26.8,0.38,27.19
1996Q4,Health Care and Social Assistance,Both Sexes,26.84,0.36,27.2
1997Q1,Health Care and Social Assistance,Both Sexes,27.1,0.43,27.54
1997Q2,Health Care and Social Assistance,Both Sexes,26.8,0.39,27.19
1997Q3,Health Care and Social Assistance,Both Sexes,27.23,0.39,27.63
1997Q4,Health Care and Social Assistance,Both Sexes,26.57,0.4,26.97
1998Q1,Health Care and Social Assistance,Both Sexes,26.34,0.44,26.78
1998Q2,Health Care and Social Assistance,Both Sexes,26.04,0.34,26.37
1998Q3,Health Care and Social Assistance,Both Sexes,26.21,0.39,26.6
1998Q4,Health Care and Social Assistance,Both Sexes,26.15,0.46,26.62
1999Q1,Health Care and Social Assistance,Both Sexes,25.72,0.49,26.21
1999Q2,Health Care and Social Assistance,Both Sexes,26.7,0.5,27.2
1999Q3,Health Care and Social Assistance,Both Sexes,25.74,0.54,26.28
1999Q4,Health Care and Social Assistance,Both Sexes,25.76,0.73,26.48
2000Q1,Health Care and Social Assistance,Both Sexes,25.35,0.56,25.91
2000Q2,Health Care and Social Assistance,Both Sexes,25.48,0.57,26.05
2000Q3,Health Care and Social Assistance,Both Sexes,25.45,0.56,26.01
2000Q4,Health Care and Social Assistance,Both Sexes,25.17,0.5,25.67
2001Q1,Health Care and Social Assistance,Both Sexes,25.11,0.53,25.64
2001Q2,Health Care and Social Assistance,Both Sexes,26.21,0.45,26.66
2001Q3,Health Care and Social Assistance,Both Sexes,26.49,0.46,26.95
2001Q4,Health Care and Social Assistance,Both Sexes,26.39,0.46,26.84
2002Q1,Health Care and Social Assistance,Both Sexes,26.38,0.5,26.88
2002Q2,Health Care and Social Assistance,Both Sexes,26.33,0.37,26.71
2002Q3,Health Care and Social Assistance,Both Sexes,26.53,0.36,26.89
2002Q4,Health Care and Social Assistance,Both Sexes,26.62,0.38,27
2003Q1,Health Care and Social Assistance,Both Sexes,26.38,0.43,26.81
2003Q2,Health Care and Social Assistance,Both Sexes,27.09,0.39,27.48
2003Q3,Health Care and Social Assistance,Both Sexes,26.19,0.38,26.57
2003Q4,Health Care and Social Assistance,Both Sexes,26.09,0.39,26.48
2004Q1,Health Care and Social Assistance,Both Sexes,26.35,0.44,26.8
2004Q2,Health Care and Social Assistance,Both Sexes,26.17,0.36,26.53
2004Q3,Health Care and Social Assistance,Both Sexes,25.8,0.38,26.18
2004Q4,Health Care and Social Assistance,Both Sexes,26.24,0.39,26.64
2005Q1,Health Care and Social Assistance,Both Sexes,26.22,0.38,26.61
2005Q2,Health Care and Social Assistance,Both Sexes,26.44,0.38,26.81
2005Q3,Health Care and Social Assistance,Both Sexes,26.58,0.35,26.93
2005Q4,Health Care and Social Assistance,Both Sexes,26.64,0.37,27.01
2006Q1,Health Care and Social Assistance,Both Sexes,26.84,0.37,27.2
2006Q2,Health Care and Social Assistance,Both Sexes,26.84,0.35,27.19
2006Q3,Health Care and Social Assistance,Both Sexes,26.81,0.37,27.18
2006Q4,Health Care and Social Assistance,Both Sexes,27.34,0.4,27.74
2007Q1,Health Care and Social Assistance,Both Sexes,27.25,0.46,27.72
2007Q2,Health Care and Social Assistance,Both Sexes,27.63,0.36,27.99
2007Q3,Health Care and Social Assistance,Both Sexes,27.81,0.35,28.16
2007Q4,Health Care and Social Assistance,Both Sexes,27.31,0.34,27.65
2008Q1,Health Care and Social Assistance,Both Sexes,27.64,0.45,28.1
2008Q2,Health Care and Social Assistance,Both Sexes,27.71,0.39,28.1
2008Q3,Health Care and Social Assistance,Both Sexes,27.84,0.49,28.32
2008Q4,Health Care and Social Assistance,Both Sexes,27.66,0.43,28.09
2009Q1,Health Care and Social Assistance,Both Sexes,28.3,0.41,28.7
2009Q2,Health Care and Social Assistance,Both Sexes,27.36,0.39,27.74
2009Q3,Health Care and Social Assistance,Both Sexes,27.65,0.4,28.04
2009Q4,Health Care and Social Assistance,Both Sexes,27.94,0.4,28.34
2010Q1,Health Care and Social Assistance,Both Sexes,27.99,0.4,28.39
2010Q2,Health Care and Social Assistance,Both Sexes,28.4,0.39,28.79
2010Q3,Health Care and Social Assistance,Both Sexes,28.22,0.3,28.52
2010Q4,Health Care and Social Assistance,Both Sexes,28.3,0.44,28.74
2011Q1,Health Care and Social Assistance,Both Sexes,28.69,0.42,29.11
2011Q2,Health Care and Social Assistance,Both Sexes,28.1,0.37,28.47
2011Q3,Health Care and Social Assistance,Both Sexes,28.09,0.42,28.51
2011Q4,Health Care and Social Assistance,Both Sexes,28.18,0.38,28.55
2012Q1,Health Care and Social Assistance,Both Sexes,28.43,0.41,28.84
2012Q2,Health Care and Social Assistance,Both Sexes,28.44,0.4,28.83
2012Q3,Health Care and Social Assistance,Both Sexes,28.24,0.38,28.62
2012Q4,Health Care and Social Assistance,Both Sexes,28.09,0.33,28.43
2013Q1,Health Care and Social Assistance,Both Sexes,28.27,0.37,28.63
2013Q2,Health Care and Social Assistance,Both Sexes,28.24,0.25,28.49
2013Q3,Health Care and Social Assistance,Both Sexes,28.7,0.28,28.97
2013Q4,Health Care and Social Assistance,Both Sexes,28.61,0.32,28.93
2014Q1,Health Care and Social Assistance,Both Sexes,28.73,0.29,29.02
2014Q2,Health Care and Social Assistance,Both Sexes,29,0.29,29.29
2014Q3,Health Care and Social Assistance,Both Sexes,28.62,0.29,28.91
2014Q4,Health Care and Social Assistance,Both Sexes,28.72,0.29,29.02
2015Q1,Health Care and Social Assistance,Both Sexes,28.87,0.37,29.24
2015Q2,Health Care and Social Assistance,Both Sexes,28.85,0.35,29.19
2015Q3,Health Care and Social Assistance,Both Sexes,28.64,0.31,28.94
2015Q4,Health Care and Social Assistance,Both Sexes,28.55,0.29,28.85
2016Q1,Health Care and Social Assistance,Both Sexes,28.74,0.34,29.08
2016Q2,Health Care and Social Assistance,Both Sexes,28.81,0.3,29.12
2016Q3,Health Care and Social Assistance,Both Sexes,28.99,0.33,29.32
2016Q4,Health Care and Social Assistance,Both Sexes,29.03,0.32,29.35
2017Q1,Health Care and Social Assistance,Both Sexes,29.58,0.41,29.99
2017Q2,Health Care and Social Assistance,Both Sexes,29.36,0.37,29.72
2017Q3,Health Care and Social Assistance,Both Sexes,29.71,0.32,30.03
2017Q4,Health Care and Social Assistance,Both Sexes,29.64,0.32,29.96
2018Q1,Health Care and Social Assistance,Both Sexes,29.89,0.31,30.2
2018Q2,Health Care and Social Assistance,Both Sexes,29.76,0.3,30.06
2018Q3,Health Care and Social Assistance,Both Sexes,29.86,0.31,30.17
2018Q4,Health Care and Social Assistance,Both Sexes,30.13,0.33,30.46
1989Q1,"Arts, Recreation and Other Services",Male,34.38,1.44,35.82
1989Q2,"Arts, Recreation and Other Services",Male,34.22,1.47,35.68
1989Q3,"Arts, Recreation and Other Services",Male,33.78,1.36,35.15
1989Q4,"Arts, Recreation and Other Services",Male,33.67,1.39,35.07
1990Q1,"Arts, Recreation and Other Services",Male,33.78,1.42,35.2
1990Q2,"Arts, Recreation and Other Services",Male,33.66,1.28,34.94
1990Q3,"Arts, Recreation and Other Services",Male,33.55,1.15,34.7
1990Q4,"Arts, Recreation and Other Services",Male,33.18,1.25,34.44
1991Q1,"Arts, Recreation and Other Services",Male,33.84,1.14,34.98
1991Q2,"Arts, Recreation and Other Services",Male,33.66,0.99,34.65
1991Q3,"Arts, Recreation and Other Services",Male,33.66,0.88,34.54
1991Q4,"Arts, Recreation and Other Services",Male,33.59,0.92,34.51
1992Q1,"Arts, Recreation and Other Services",Male,34.28,0.92,35.2
1992Q2,"Arts, Recreation and Other Services",Male,33.93,0.88,34.8
1992Q3,"Arts, Recreation and Other Services",Male,34.11,0.74,34.86
1992Q4,"Arts, Recreation and Other Services",Male,34.45,0.84,35.29
1993Q1,"Arts, Recreation and Other Services",Male,34.55,0.82,35.37
1993Q2,"Arts, Recreation and Other Services",Male,34.43,0.77,35.19
1993Q3,"Arts, Recreation and Other Services",Male,34.19,0.71,34.9
1993Q4,"Arts, Recreation and Other Services",Male,34.59,0.82,35.41
1994Q1,"Arts, Recreation and Other Services",Male,34.6,0.81,35.42
1994Q2,"Arts, Recreation and Other Services",Male,34.52,0.8,35.31
1994Q3,"Arts, Recreation and Other Services",Male,33.78,0.73,34.52
1994Q4,"Arts, Recreation and Other Services",Male,34.45,0.82,35.26
1995Q1,"Arts, Recreation and Other Services",Male,34.64,0.77,35.42
1995Q2,"Arts, Recreation and Other Services",Male,34.36,0.74,35.1
1995Q3,"Arts, Recreation and Other Services",Male,34.23,0.64,34.86
1995Q4,"Arts, Recreation and Other Services",Male,34.32,0.75,35.07
1996Q1,"Arts, Recreation and Other Services",Male,34.3,0.66,34.96
1996Q2,"Arts, Recreation and Other Services",Male,33.85,0.57,34.41
1996Q3,"Arts, Recreation and Other Services",Male,33.73,0.49,34.22
1996Q4,"Arts, Recreation and Other Services",Male,34.32,0.58,34.9
1997Q1,"Arts, Recreation and Other Services",Male,34.43,0.59,35.01
1997Q2,"Arts, Recreation and Other Services",Male,33.93,0.53,34.45
1997Q3,"Arts, Recreation and Other Services",Male,33.76,0.47,34.23
1997Q4,"Arts, Recreation and Other Services",Male,34.16,0.5,34.66
1998Q1,"Arts, Recreation and Other Services",Male,34.27,0.5,34.77
1998Q2,"Arts, Recreation and Other Services",Male,34.09,0.42,34.51
1998Q3,"Arts, Recreation and Other Services",Male,33.95,0.36,34.31
1998Q4,"Arts, Recreation and Other Services",Male,33.95,0.42,34.37
1999Q1,"Arts, Recreation and Other Services",Male,33.98,0.42,34.39
1999Q2,"Arts, Recreation and Other Services",Male,33.57,0.41,33.98
1999Q3,"Arts, Recreation and Other Services",Male,33.69,0.38,34.07
1999Q4,"Arts, Recreation and Other Services",Male,33.22,0.47,33.69
2000Q1,"Arts, Recreation and Other Services",Male,33.74,0.45,34.19
2000Q2,"Arts, Recreation and Other Services",Male,33.81,0.41,34.22
2000Q3,"Arts, Recreation and Other Services",Male,33.7,0.42,34.12
2000Q4,"Arts, Recreation and Other Services",Male,33.94,0.41,34.35
2001Q1,"Arts, Recreation and Other Services",Male,33.54,0.44,33.97
2001Q2,"Arts, Recreation and Other Services",Male,33.87,0.4,34.27
2001Q3,"Arts, Recreation and Other Services",Male,33.05,0.36,33.41
2001Q4,"Arts, Recreation and Other Services",Male,33,0.42,33.42
2002Q1,"Arts, Recreation and Other Services",Male,33.85,0.44,34.29
2002Q2,"Arts, Recreation and Other Services",Male,33.86,0.4,34.25
2002Q3,"Arts, Recreation and Other Services",Male,34.35,0.42,34.77
2002Q4,"Arts, Recreation and Other Services",Male,34.69,0.49,35.17
2003Q1,"Arts, Recreation and Other Services",Male,34.7,0.51,35.21
2003Q2,"Arts, Recreation and Other Services",Male,34.71,0.47,35.18
2003Q3,"Arts, Recreation and Other Services",Male,34.88,0.39,35.28
2003Q4,"Arts, Recreation and Other Services",Male,34.85,0.53,35.38
2004Q1,"Arts, Recreation and Other Services",Male,35.45,0.61,36.06
2004Q2,"Arts, Recreation and Other Services",Male,34.61,0.44,35.05
2004Q3,"Arts, Recreation and Other Services",Male,34.95,0.38,35.33
2004Q4,"Arts, Recreation and Other Services",Male,35.16,0.54,35.7
2005Q1,"Arts, Recreation and Other Services",Male,34.42,0.56,34.98
2005Q2,"Arts, Recreation and Other Services",Male,34.18,0.5,34.68
2005Q3,"Arts, Recreation and Other Services",Male,34.25,0.46,34.71
2005Q4,"Arts, Recreation and Other Services",Male,33.18,0.52,33.7
2006Q1,"Arts, Recreation and Other Services",Male,33.89,0.54,34.43
2006Q2,"Arts, Recreation and Other Services",Male,33.5,0.43,33.93
2006Q3,"Arts, Recreation and Other Services",Male,33.21,0.44,33.65
2006Q4,"Arts, Recreation and Other Services",Male,32.77,0.43,33.19
2007Q1,"Arts, Recreation and Other Services",Male,33.4,0.52,33.92
2007Q2,"Arts, Recreation and Other Services",Male,33.02,0.43,33.45
2007Q3,"Arts, Recreation and Other Services",Male,32.68,0.39,33.07
2007Q4,"Arts, Recreation and Other Services",Male,33.12,0.5,33.63
2008Q1,"Arts, Recreation and Other Services",Male,33.47,0.54,34.01
2008Q2,"Arts, Recreation and Other Services",Male,33.29,0.42,33.71
2008Q3,"Arts, Recreation and Other Services",Male,32.52,0.42,32.94
2008Q4,"Arts, Recreation and Other Services",Male,33.51,0.42,33.94
2009Q1,"Arts, Recreation and Other Services",Male,32.87,0.5,33.38
2009Q2,"Arts, Recreation and Other Services",Male,32.55,0.42,32.97
2009Q3,"Arts, Recreation and Other Services",Male,32.19,0.43,32.62
2009Q4,"Arts, Recreation and Other Services",Male,32.42,0.34,32.76
2010Q1,"Arts, Recreation and Other Services",Male,32.1,0.54,32.64
2010Q2,"Arts, Recreation and Other Services",Male,31.84,0.48,32.32
2010Q3,"Arts, Recreation and Other Services",Male,32.55,0.38,32.92
2010Q4,"Arts, Recreation and Other Services",Male,32.96,0.35,33.31
2011Q1,"Arts, Recreation and Other Services",Male,32.64,0.56,33.19
2011Q2,"Arts, Recreation and Other Services",Male,32.56,0.37,32.93
2011Q3,"Arts, Recreation and Other Services",Male,32.83,0.34,33.16
2011Q4,"Arts, Recreation and Other Services",Male,32.49,0.39,32.88
2012Q1,"Arts, Recreation and Other Services",Male,32.29,0.4,32.69
2012Q2,"Arts, Recreation and Other Services",Male,32.26,0.33,32.59
2012Q3,"Arts, Recreation and Other Services",Male,32.03,0.28,32.31
2012Q4,"Arts, Recreation and Other Services",Male,32.88,0.35,33.23
2013Q1,"Arts, Recreation and Other Services",Male,33.62,0.46,34.07
2013Q2,"Arts, Recreation and Other Services",Male,31.46,0.39,31.86
2013Q3,"Arts, Recreation and Other Services",Male,31.94,0.35,32.29
2013Q4,"Arts, Recreation and Other Services",Male,31.8,0.39,32.18
2014Q1,"Arts, Recreation and Other Services",Male,32.04,0.43,32.47
2014Q2,"Arts, Recreation and Other Services",Male,32.68,0.51,33.19
2014Q3,"Arts, Recreation and Other Services",Male,32.94,0.39,33.32
2014Q4,"Arts, Recreation and Other Services",Male,31.75,0.4,32.15
2015Q1,"Arts, Recreation and Other Services",Male,33.18,0.5,33.68
2015Q2,"Arts, Recreation and Other Services",Male,31.96,0.46,32.42
2015Q3,"Arts, Recreation and Other Services",Male,32.36,0.37,32.74
2015Q4,"Arts, Recreation and Other Services",Male,32.53,0.44,32.97
2016Q1,"Arts, Recreation and Other Services",Male,32.37,0.41,32.78
2016Q2,"Arts, Recreation and Other Services",Male,32.22,0.46,32.67
2016Q3,"Arts, Recreation and Other Services",Male,31.89,0.47,32.36
2016Q4,"Arts, Recreation and Other Services",Male,32.24,0.41,32.64
2017Q1,"Arts, Recreation and Other Services",Male,32.68,0.43,33.11
2017Q2,"Arts, Recreation and Other Services",Male,31.27,0.53,31.81
2017Q3,"Arts, Recreation and Other Services",Male,31.87,0.4,32.26
2017Q4,"Arts, Recreation and Other Services",Male,32.05,0.45,32.5
2018Q1,"Arts, Recreation and Other Services",Male,32.16,0.45,32.62
2018Q2,"Arts, Recreation and Other Services",Male,32.48,0.43,32.91
2018Q3,"Arts, Recreation and Other Services",Male,33.69,0.4,34.08
2018Q4,"Arts, Recreation and Other Services",Male,32.79,0.37,33.16
1989Q1,"Arts, Recreation and Other Services",Female,27,0.67,27.67
1989Q2,"Arts, Recreation and Other Services",Female,26.71,0.6,27.31
1989Q3,"Arts, Recreation and Other Services",Female,26.26,0.7,26.95
1989Q4,"Arts, Recreation and Other Services",Female,25.73,0.65,26.38
1990Q1,"Arts, Recreation and Other Services",Female,25.92,0.66,26.58
1990Q2,"Arts, Recreation and Other Services",Female,25.77,0.63,26.4
1990Q3,"Arts, Recreation and Other Services",Female,25.24,0.62,25.86
1990Q4,"Arts, Recreation and Other Services",Female,25.39,0.56,25.95
1991Q1,"Arts, Recreation and Other Services",Female,25.38,0.56,25.94
1991Q2,"Arts, Recreation and Other Services",Female,25.64,0.55,26.19
1991Q3,"Arts, Recreation and Other Services",Female,25.28,0.44,25.72
1991Q4,"Arts, Recreation and Other Services",Female,25.29,0.52,25.81
1992Q1,"Arts, Recreation and Other Services",Female,25.31,0.39,25.71
1992Q2,"Arts, Recreation and Other Services",Female,25.84,0.4,26.25
1992Q3,"Arts, Recreation and Other Services",Female,25.67,0.34,26.01
1992Q4,"Arts, Recreation and Other Services",Female,25.53,0.33,25.86
1993Q1,"Arts, Recreation and Other Services",Female,25.57,0.28,25.85
1993Q2,"Arts, Recreation and Other Services",Female,25.34,0.31,25.66
1993Q3,"Arts, Recreation and Other Services",Female,25.38,0.28,25.66
1993Q4,"Arts, Recreation and Other Services",Female,25.46,0.31,25.77
1994Q1,"Arts, Recreation and Other Services",Female,25.16,0.26,25.43
1994Q2,"Arts, Recreation and Other Services",Female,25.39,0.29,25.67
1994Q3,"Arts, Recreation and Other Services",Female,25.14,0.29,25.44
1994Q4,"Arts, Recreation and Other Services",Female,25.09,0.27,25.36
1995Q1,"Arts, Recreation and Other Services",Female,24.86,0.25,25.11
1995Q2,"Arts, Recreation and Other Services",Female,25.22,0.23,25.46
1995Q3,"Arts, Recreation and Other Services",Female,25.05,0.2,25.25
1995Q4,"Arts, Recreation and Other Services",Female,25.01,0.22,25.23
1996Q1,"Arts, Recreation and Other Services",Female,24.49,0.24,24.73
1996Q2,"Arts, Recreation and Other Services",Female,24.57,0.19,24.76
